Collection,Code,Product Varitation,Product group,Design Variation,Species,Grade,Construction,Profile,Texture,Finish,Edge,Certification
AGED,PDQ026,Arley Random Width Plank,Arley,Random Width Planks,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,Hand Polished Undulations,Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
AGED,PDQCH05,Assier Chevron,Assier,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,"Tongue & Grooved, Ends Loose Tongues","Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQ005,Assier Extra Wide Plank,Assier,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQB005,Assier Herringbone,Assier,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQP005,Assier Parquet de Versailles ,Assier,Parquet De Versailles Panel,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQ024,Baslow Random Width Plank,Baslow,Random Width Planks,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Gently Worn, Skip Sawn, Scrubbed Knots",Organic Lacquer,Soft Rolled Edges, UKTR Compliant
AGED,PDQ025,Brantwood Random Width Plank,Brantwood,Random Width Planks,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Smooth Sanded, Gentle Undulations ",Organic Oil Super Matt,Hand Rolled Edges, UKTR Compliant
AGED,PDQCH03,Champagney Chevron,Champagney,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,"Tongue & Grooved, Ends Loose Tongues","Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQ003,Champagney Extra Wide Plank,Champagney,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQB003,Champagney Herringbone,Champagney,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQP003,Champagney Parquet de Versailles ,Champagney,Parquet De Versailles Panel,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQCH07,Chevry Chevron,Chevry,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Naked Skin Lacquer Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQ007,Chevry Extra Wide Plank,Chevry,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Naked Skin Lacquer Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQB007,Chevry Herringbone,Chevry,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Naked Skin Lacquer Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQCH04,Lauzes Chevron,Lauzes,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQ004,Lauzes Extra Wide Plank,Lauzes,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQB004,Lauzes Herringbone,Lauzes,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQP004,Lauzes Parquet de Versailles ,Lauzes,Parquet De Versailles Panel,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQ023,Mauroux Extra Wide Plank,Mauroux,Extra Wide Plank,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Organic Oil Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQCH02,Miellin Chevron,Miellin,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,"Tongue & Grooved, Ends Loose Tongues","Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQ002,Miellin Extra Wide Plank,Miellin,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQB002,Miellin Herringbone,Miellin,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQP002,Miellin Parquet de Versailles ,Miellin,Parquet De Versailles Panel,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQCH06,Quissac Chevron,Quissac,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,"Tongue & Grooved, Ends Loose Tongues","Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQ006,Quissac Extra Wide Plank,Quissac,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQB006,Quissac Herringbone,Quissac,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQP006,Quissac Parquet de Versailles ,Quissac,Parquet De Versailles Panel,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQ021,Rouby Extra Wide Plank,Rouby,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Naked Skin Lacquer Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQCH01,Velentre Chevron,Velentre,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,"Tongue & Grooved, Ends Loose Tongues","Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQ001,Velentre Extra Wide Plank,Velentre,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQB001,Velentre Herringbone,Velentre,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQP001,Velentre Parquet de Versailles,Velentre,Parquet De Versailles Panel,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
AGED,PDQCH08,Villes Chevron,Villes,Chevron   ,Aged French Oak,Rustic,2Ply Engineered,"Tongue & Grooved, Ends Loose Tongues","Skip Sawn, Scrubbed Knots & Undulating Texture",Naked Skin Lacquer Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQ008,Villes Extra Wide Plank,Villes,Extra Wide Plank ,Aged French Oak,Rustic,2Ply Engineered,Tongue & Grooved & Ends Matched,"Skip Sawn, Scrubbed Knots & Undulating Texture",Naked Skin Lacquer Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQB008,Villes Herringbone,Villes,Herringbone   ,Aged French Oak,Rustic,2Ply Engineered,Grooved 3 Sides,"Skip Sawn, Scrubbed Knots & Undulating Texture",Naked Skin Lacquer Super Matt,Soft Rolled Edges, UKTR Compliant
AGED,PDQ030,Charente Extra Wide Plank,Charente,Extra Wide Plank ,Aged French Oak,Barn,2Ply Engineered,Tongue & Grooved & Ends Matched,Hand Polished Undulations,Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq005,Babington Chevron,Babington,Chevron   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq047,Babington Diagonal 8 Tile Parquet De Versailles,Babington,Diagonal 8 Tile Parquet De Versailles Panel,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq004,Babington Narrow Herringbone,Babington,Narrow Herringbone  ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 3 Sides,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq048,Babington Parquet De Chantilly,Babington,Parquet De Chantilly Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq046,Babington Parquet De Chevney,Babington,Parquet De Chevney Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq006,Babington Parquet De Versailles,Babington,Parquet De Versailles Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand011,Babington Random Width Plank,Babington,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq060,Dampier Chevron,Dampier,Chevron   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq056,Dampier Diagonal 8 Tile Parquet De Versailles,Dampier,Diagonal 8 Tile Parquet De Versailles Panel,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq059,Dampier Narrow Herringbone,Dampier,Narrow Herringbone  ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 3 Sides,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq057,Dampier Parquet De Chantilly,Dampier,Parquet De Chantilly Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq055,Dampier Parquet De Chevney,Dampier,Parquet De Chevney Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq061,Dampier Parquet De Versailles,Dampier,Parquet De Versailles Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq058,Dampier Random Width Plank,Dampier,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq058W,Dampier Random Width Plank,Dampier,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq020,Fortnum Chevron,Fortnum,Chevron   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq039,Fortnum Diagonal 8 Tile Parquet De Versailles,Fortnum,Diagonal 8 Tile Parquet De Versailles Panel,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq019,Fortnum Narrow Herringbone,Fortnum,Narrow Herringbone  ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 3 Sides,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq040,Fortnum Parquet De Chantilly,Fortnum,Parquet De Chantilly Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq038,Fortnum Parquet De Chevney,Fortnum,Parquet De Chevney Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand001,Fortnum Parquet De Versailles,Fortnum,Parquet De Versailles Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq018W,Fortnum Random Width Plank,Fortnum,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq018,Fortnum Random Width Plank,Fortnum,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq026,Franklin Chevron,Franklin,Chevron   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq044,Franklin Diagonal 8 Tile Parquet De Versailles,Franklin,Diagonal 8 Tile Parquet De Versailles Panel,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq025,Franklin Narrow Herringbone,Franklin,Narrow Herringbone  ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 3 Sides,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq045,Franklin Parquet De Chantilly,Franklin,Parquet De Chantilly Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq043,Franklin Parquet De Chevney,Franklin,Parquet De Chevney Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq027,Franklin Parquet De Versailles,Franklin,Parquet De Versailles Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq024,Franklin Random Width Plank,Franklin,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq024W,Franklin Random Width Plank,Franklin,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq008,Layton Chevron,Layton,Chevron   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq050,Layton Diagonal 8 Tile Parquet De Versailles,Layton,Diagonal 8 Tile Parquet De Versailles Panel,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq007,Layton Narrow Herringbone,Layton,Narrow Herringbone  ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 3 Sides,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq051,Layton Parquet De Chantilly,Layton,Parquet De Chantilly Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq049,Layton Parquet De Chevney,Layton,Parquet De Chevney Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq009,Layton Parquet De Versailles,Layton,Parquet De Versailles Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand010,Layton Random Width Plank,Layton,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand010W,Layton Random Width Plank,Layton,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq066,Livingstone Random Width Plank,Livingstone,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Hand Polished Undulations,Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq066W,Livingstone Random Width Plank,Livingstone,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Hand Polished Undulations,Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq011,Macaulay Chevron,Macaulay,Chevron   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq053,Macaulay Diagonal 8 Tile Parquet De Versailles,Macaulay,Diagonal 8 Tile Parquet De Versailles Panel,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Antiq010,Macaulay Narrow Herringbone,Macaulay,Narrow Herringbone  ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 3 Sides,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
